region,state,lga,Tier_avail_cap,Tier_all_metrics,Percentage_income_spend_on_energy,Household_income_dist,Household_income_value
South West,Ogun,Ijebu North,Tier 1,Tier 1,1,"N100,001 - N250,000",220000
South West,Lagos,Surulere,Tier 1,Tier 4,6,"N250,001 - N500,000",300000
South West,Lagos,Ajeromi-Ifelodun,Tier 1,Tier 3,5,"N50,001 - N100,000",100000
South West,Oyo,Egbeda,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
South West,Osun,Ilesa East,Tier 1,Tier 1,10,"N0 -  N50,000",50000
South West,Oyo,Itesiwaju,Tier 0,Tier 0,0,"N0 -  N50,000",25000
South West,Oyo,Itesiwaju,Tier 0,Tier 0,0,"N0 -  N50,000",20000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,9,"N50,001 - N100,000",80000
South West,Lagos,Alimosho,Tier 1,Tier 4,7,"N100,001 - N250,000",120000
South West,Oyo,Egbeda,Tier 0,Tier 0,31,"N50,001 - N100,000",100000
South West,Oyo,Itesiwaju,Tier 0,Tier 0,0,"N0 -  N50,000",30000
South West,Ogun,Ijebu North,Tier 1,Tier 1,7,"N100,001 - N250,000",120000
South West,Ekiti,Ise/Orun,Tier 0,Tier 0,0,"N100,001 - N250,000",140000
South West,Osun,Irewole,Tier 0,Tier 0,3,"N0 -  N50,000",50000
South West,Osun,Ilesa East,Tier 1,Tier 1,9,"N100,001 - N250,000",250000
South West,Oyo,Egbeda,Tier 0,Tier 0,2,"N100,001 - N250,000",150000
South West,Lagos,Kosofe,Tier 0,Tier 4,6,"N500,001 - N1,000,000",850000
South West,Ogun,Ijebu North,Tier 1,Tier 1,66,"N50,001 - N100,000",100000
South West,Lagos,Mushin,Tier 1,Tier 3,13,"N100,001 - N250,000",135000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,9,"N50,001 - N100,000",70000
South West,Oyo,Egbeda,Tier 1,Tier 1,6,"N50,001 - N100,000",90000
South West,Osun,Ejigbo,Tier 1,Tier 1,14,"N50,001 - N100,000",70000
South West,Osun,Ejigbo,Tier 1,Tier 1,7,"N50,001 - N100,000",70000
South West,Osun,Ejigbo,Tier 3,Tier 3,32,"N250,001 - N500,000",400000
South West,Ogun,Ijebu North,Tier 1,Tier 1,65,"N100,001 - N250,000",150000
South West,Oyo,Egbeda,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Lagos,Surulere,Tier 0,Tier 4,6,"N100,001 - N250,000",180000
South West,Ogun,Ijebu North,Tier 1,Tier 1,2,"N50,001 - N100,000",70000
South West,Oyo,Egbeda,Tier 1,Tier 1,4,"N50,001 - N100,000",90000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",200000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",180000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",160000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",180000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South West,Lagos,Lagos Island,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South West,Osun,Ilesa East,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South West,Osun,Irewole,Tier 0,Tier 0,1,"N100,001 - N250,000",120000
South West,Oyo,Egbeda,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,10,"N100,001 - N250,000",120000
South West,Ogun,Ijebu North,Tier 1,Tier 1,1,"N100,001 - N250,000",230000
South West,Lagos,Mushin,Tier 1,Tier 3,6,"N50,001 - N100,000",90000
South West,Osun,Irewole,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
South West,Osun,Ejigbo,Tier 1,Tier 1,17,"N0 -  N50,000",50000
South West,Osun,Ilesa East,Tier 3,Tier 3,13,"N50,001 - N100,000",100000
South West,Ogun,Ijebu North,Tier 1,Tier 1,2,"N100,001 - N250,000",130000
South West,Ekiti,Ido Osi,Tier 1,Tier 3,3,"N50,001 - N100,000",60000
South West,Ogun,Ado-Odo/Ota,Tier 1,Tier 1,7,"N100,001 - N250,000",150000
South West,Lagos,Kosofe,Tier 3,Tier 4,5,"N250,001 - N500,000",400000
South West,Ekiti,Ido Osi,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South West,Osun,Boluwaduro,Tier 0,Tier 0,9,"N0 -  N50,000",40000
South West,Osun,Boluwaduro,Tier 0,Tier 0,8,"N50,001 - N100,000",60000
South West,Osun,Boluwaduro,Tier 0,Tier 0,15,"N0 -  N50,000",30000
South West,Osun,Boluwaduro,Tier 0,Tier 0,5,"N50,001 - N100,000",60000
South West,Osun,Boluwaduro,Tier 0,Tier 0,11,"N0 -  N50,000",35000
South West,Osun,Boluwaduro,Tier 0,Tier 0,6,"N100,001 - N250,000",110000
South West,Osun,Boluwaduro,Tier 1,Tier 1,13,"N50,001 - N100,000",55000
South West,Lagos,Mushin,Tier 0,Tier 4,5,"N100,001 - N250,000",130000
South West,Lagos,Surulere,Tier 3,Tier 3,2,"N250,001 - N500,000",450000
South West,Ogun,Ado-Odo/Ota,Tier 3,Tier 3,9,"N100,001 - N250,000",120000
South West,Osun,Irewole,Tier 0,Tier 0,6,"N0 -  N50,000",50000
South West,Ekiti,Ido Osi,Tier 1,Tier 1,52,"N50,001 - N100,000",80000
South West,Lagos,Kosofe,Tier 3,Tier 4,2,"N500,001 - N1,000,000",650000
South West,Osun,Irewole,Tier 0,Tier 0,6,"N50,001 - N100,000",70000
South West,Osun,Irewole,Tier 0,Tier 0,4,"N0 -  N50,000",50000
South West,Ekiti,Ilejemeje,Tier 0,Tier 0,27,"N100,001 - N250,000",130000
South West,Ekiti,Ilejemeje,Tier 0,Tier 2,3,"N50,001 - N100,000",60000
South West,Ekiti,Ilejemeje,Tier 2,Tier 2,3,"N50,001 - N100,000",70000
South West,Ekiti,Ilejemeje,Tier 3,Tier 3,7,"N100,001 - N250,000",110000
South West,Ekiti,Ilejemeje,Tier 2,Tier 2,4,"N0 -  N50,000",40000
South West,Ekiti,Ilejemeje,Tier 2,Tier 2,6,"N0 -  N50,000",35000
South West,Ekiti,Ilejemeje,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
South West,Ekiti,Ilejemeje,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,7,"N100,001 - N250,000",120000
South West,Lagos,Kosofe,Tier 3,Tier 4,4,"N250,001 - N500,000",500000
South West,Lagos,Surulere,Tier 0,Tier 4,14,"N100,001 - N250,000",150000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,12,"N50,001 - N100,000",70000
South West,Ekiti,Ise/Orun,Tier 1,Tier 1,2,"N100,001 - N250,000",200000
South West,Lagos,Surulere,Tier 3,Tier 3,12,"N100,001 - N250,000",150000
South West,Ekiti,Ise/Orun,Tier 1,Tier 1,84,"N100,001 - N250,000",190000
South West,Lagos,Lagos Island,Tier 3,Tier 3,12,"N250,001 - N500,000",300000
South West,Lagos,Lagos Island,Tier 1,Tier 1,17,"N250,001 - N500,000",300000
South West,Lagos,Lagos Island,Tier 0,Tier 0,1,"N500,001 - N1,000,000",600000
South West,Lagos,Lagos Island,Tier 3,Tier 4,3,"N500,001 - N1,000,000",650000
South West,Lagos,Lagos Island,Tier 1,Tier 1,1,"N250,001 - N500,000",500000
South West,Lagos,Lagos Island,Tier 0,Tier 2,9,"N250,001 - N500,000",500000
South West,Lagos,Lagos Island,Tier 1,Tier 1,2,"N250,001 - N500,000",400000
South West,Lagos,Lagos Island,Tier 3,Tier 3,7,"N250,001 - N500,000",400000
South West,Lagos,Lagos Island,Tier 1,Tier 1,5,"N500,001 - N1,000,000",600000
South West,Lagos,Lagos Island,Tier 0,Tier 2,7,"N250,001 - N500,000",400000
South West,Lagos,Lagos Island,Tier 3,Tier 3,1,"N500,001 - N1,000,000",1000000
South West,Lagos,Lagos Island,Tier 0,Tier 3,6,"N250,001 - N500,000",500000
South West,Lagos,Lagos Island,Tier 1,Tier 2,11,"N50,001 - N100,000",100000
South West,Lagos,Lagos Island,Tier 1,Tier 2,6,"N100,001 - N250,000",120000
South West,Ogun,Ado-Odo/Ota,Tier 0,Tier 0,46,"N100,001 - N250,000",150000
South West,Lagos,Alimosho,Tier 0,Tier 3,3,"N250,001 - N500,000",350000
South West,Ekiti,Moba,Tier 1,Tier 3,2,"N0 -  N50,000",50000
South West,Ekiti,Moba,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South West,Ekiti,Moba,Tier 1,Tier 1,2,"N50,001 - N100,000",60000
South West,Ekiti,Moba,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South West,Ogun,Ijebu North East,Tier 0,Tier 0,2,"N0 -  N50,000",45000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,45,"N50,001 - N100,000",70000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,4,"N100,001 - N250,000",200000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,1,"N50,001 - N100,000",100000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,1,"N50,001 - N100,000",60000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,1,"N50,001 - N100,000",70000
South West,Ogun,Ijebu North East,Tier 0,Tier 0,2,"N50,001 - N100,000",80000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,1,"N50,001 - N100,000",100000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,15,"N100,001 - N250,000",250000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,3,"N50,001 - N100,000",60000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,1,"N0 -  N50,000",50000
South West,Ogun,Ijebu North East,Tier 1,Tier 1,3,"N0 -  N50,000",30000
South West,Ekiti,Moba,Tier 3,Tier 3,8,"N100,001 - N250,000",120000
South West,Ekiti,Moba,Tier 1,Tier 3,3,"N50,001 - N100,000",70000
South West,Lagos,Somolu,Tier 3,Tier 4,18,"N250,001 - N500,000",300000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,36,"N100,001 - N250,000",200000
South West,Lagos,Somolu,Tier 1,Tier 4,13,"N100,001 - N250,000",250000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,10,"N100,001 - N250,000",250000
South West,Oyo,Irepo,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,14,"N100,001 - N250,000",250000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South West,Lagos,Somolu,Tier 1,Tier 1,8,"N100,001 - N250,000",200000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,17,"N100,001 - N250,000",200000
South West,Oyo,Ogbomosho North,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Oyo,Ogbomosho North,Tier 0,Tier 0,17,"N100,001 - N250,000",150000
South West,Lagos,Somolu,Tier 1,Tier 1,15,"N100,001 - N250,000",250000
South West,Oyo,Irepo,Tier 0,Tier 0,5,"N50,001 - N100,000",100000
South West,Oyo,Irepo,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Oyo,Irepo,Tier 0,Tier 0,4,"N100,001 - N250,000",150000
South West,Oyo,Irepo,Tier 0,Tier 0,5,"N100,001 - N250,000",130000
South West,Oyo,Irepo,Tier 0,Tier 0,10,"N0 -  N50,000",50000
South West,Oyo,Irepo,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Oyo,Irepo,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
South West,Oyo,Irepo,Tier 0,Tier 0,2,"N100,001 - N250,000",200000
South West,Oyo,Ogbomosho North,Tier 0,Tier 0,65,"N100,001 - N250,000",150000
South West,Lagos,Somolu,Tier 1,Tier 4,19,"N250,001 - N500,000",400000
South West,Oyo,Ogbomosho North,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Ekiti,Ekiti West,Tier 1,Tier 1,1,"N50,001 - N100,000",70000
South West,Ogun,Ijebu East,Tier 0,Tier 0,20,"N100,001 - N250,000",140000
South West,Ekiti,Ekiti West,Tier 0,Tier 0,0,"N250,001 - N500,000",300000
South West,Oyo,Iwajowa,Tier 0,Tier 0,2,"N50,001 - N100,000",60000
South West,Ogun,Ijebu East,Tier 0,Tier 0,2,"N50,001 - N100,000",60000
South West,Ogun,Ijebu East,Tier 0,Tier 0,2,"N50,001 - N100,000",60000
South West,Ogun,Ijebu East,Tier 0,Tier 0,64,"N100,001 - N250,000",200000
South West,Ogun,Ijebu East,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South West,Ogun,Ijebu East,Tier 0,Tier 0,1,"N50,001 - N100,000",70000
South West,Ogun,Ijebu East,Tier 0,Tier 0,2,"N50,001 - N100,000",60000
South West,Oyo,Iwajowa,Tier 0,Tier 0,3,"N0 -  N50,000",40000
South West,Osun,Ife Central,Tier 0,Tier 0,4,"N0 -  N50,000",50000
South West,Osun,Ife Central,Tier 0,Tier 0,7,"N100,001 - N250,000",120000
South West,Osun,Ife Central,Tier 1,Tier 1,10,"N0 -  N50,000",50000
South West,Osun,Ife Central,Tier 1,Tier 1,14,"N50,001 - N100,000",80000
South West,Osun,Ife Central,Tier 0,Tier 0,13,"N100,001 - N250,000",150000
South West,Osun,Ife Central,Tier 1,Tier 1,85,"N50,001 - N100,000",80000
South West,Oyo,Iwajowa,Tier 0,Tier 0,0,"N50,001 - N100,000",63500
South West,Oyo,Iwajowa,Tier 0,Tier 0,1,"N50,001 - N100,000",70000
South West,Oyo,Iwajowa,Tier 0,Tier 0,2,"N50,001 - N100,000",80000
South West,Oyo,Iwajowa,Tier 0,Tier 0,1,"N50,001 - N100,000",80000
South West,Oyo,Iwajowa,Tier 0,Tier 0,3,"N0 -  N50,000",35000
South West,Oyo,Iwajowa,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South West,Oyo,Iwajowa,Tier 0,Tier 0,0,"N0 -  N50,000",30000
South West,Lagos,Surulere,Tier 3,Tier 4,4,"N500,001 - N1,000,000",950000
South West,Lagos,Surulere,Tier 0,Tier 4,4,"N500,001 - N1,000,000",800000
South West,Ekiti,Ilejemeje,Tier 0,Tier 0,0,"N0 -  N50,000",35000
South West,Lagos,Ikorodu,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
South West,Lagos,Ikorodu,Tier 1,Tier 3,4,"N0 -  N50,000",50000
South West,Lagos,Ikorodu,Tier 0,Tier 4,43,"N0 -  N50,000",50000
South West,Lagos,Ikorodu,Tier 1,Tier 3,9,"N250,001 - N500,000",400000
South West,Lagos,Ikorodu,Tier 1,Tier 1,6,"N50,001 - N100,000",80000
South West,Lagos,Ikorodu,Tier 0,Tier 4,10,"N50,001 - N100,000",100000
South West,Lagos,Ikorodu,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Lagos,Surulere,Tier 3,Tier 4,1,"N1,000,001 - N5,000,000",2000000
South West,Ekiti,Ilejemeje,Tier 0,Tier 0,0,"N0 -  N50,000",25000
South West,Ekiti,Ilejemeje,Tier 1,Tier 4,4,"N50,001 - N100,000",55000
South West,Ekiti,Emure,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
South West,Lagos,Surulere,Tier 3,Tier 4,4,"N1,000,001 - N5,000,000",1500000
South West,Lagos,Ikorodu,Tier 3,Tier 3,12,"N250,001 - N500,000",300000
South West,Lagos,Ikorodu,Tier 1,Tier 3,23,"N100,001 - N250,000",150000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,8,"N100,001 - N250,000",120000
South West,Lagos,Ikorodu,Tier 1,Tier 1,4,"N250,001 - N500,000",300000
South West,Lagos,Surulere,Tier 3,Tier 4,5,"N500,001 - N1,000,000",1000000
South West,Osun,Obokun,Tier 0,Tier 0,7,"N0 -  N50,000",50000
South West,Ogun,Ijebu Ode,Tier 0,Tier 0,65,"N100,001 - N250,000",150000
South West,Lagos,Surulere,Tier 3,Tier 4,8,"N500,001 - N1,000,000",600000
South West,Lagos,Lagos Mainland,Tier 1,Tier 4,42,"N100,001 - N250,000",110000
South West,Osun,Obokun,Tier 0,Tier 0,6,"N50,001 - N100,000",80000
South West,Ogun,Shagamu,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,2,"N100,001 - N250,000",110000
South West,Lagos,Ikorodu,Tier 3,Tier 4,10,"N100,001 - N250,000",250000
South West,Lagos,Surulere,Tier 1,Tier 1,6,"N100,001 - N250,000",250000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,3,"N100,001 - N250,000",200000
South West,Oyo,Lagelu,Tier 1,Tier 1,12,"N100,001 - N250,000",200000
South West,Ogun,Ijebu Ode,Tier 0,Tier 0,48,"N100,001 - N250,000",130000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,43,"N250,001 - N500,000",300000
South West,Osun,Obokun,Tier 0,Tier 0,5,"N50,001 - N100,000",100000
South West,Lagos,Ikorodu,Tier 3,Tier 4,3,"N100,001 - N250,000",240000
South West,Ogun,Shagamu,Tier 1,Tier 1,10,"N50,001 - N100,000",80000
South West,Lagos,Lagos Mainland,Tier 3,Tier 3,4,"N100,001 - N250,000",180000
South West,Ogun,Ijebu Ode,Tier 0,Tier 0,2,"N250,001 - N500,000",300000
South West,Lagos,Surulere,Tier 1,Tier 1,6,"N250,001 - N500,000",300000
South West,Oyo,Lagelu,Tier 0,Tier 0,11,"N50,001 - N100,000",90000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,3,"N100,001 - N250,000",150000
South West,Oyo,Kajola,Tier 1,Tier 1,3,"N50,001 - N100,000",80000
South West,Lagos,Surulere,Tier 3,Tier 4,15,"N250,001 - N500,000",300000
South West,Osun,Obokun,Tier 0,Tier 0,5,"N100,001 - N250,000",150000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,2,"N50,001 - N100,000",60000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,4,"N100,001 - N250,000",150000
South West,Oyo,Lagelu,Tier 0,Tier 0,8,"N50,001 - N100,000",80000
South West,Lagos,Ikorodu,Tier 3,Tier 3,7,"N500,001 - N1,000,000",600000
South West,Lagos,Ikorodu,Tier 0,Tier 4,15,"N250,001 - N500,000",350000
South West,Lagos,Ikorodu,Tier 3,Tier 4,26,"N100,001 - N250,000",200000
South West,Lagos,Ikorodu,Tier 1,Tier 3,11,"N100,001 - N250,000",200000
South West,Lagos,Ikorodu,Tier 0,Tier 4,9,"N500,001 - N1,000,000",650000
South West,Lagos,Lagos Island,Tier 0,Tier 4,4,"N100,001 - N250,000",200000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,18,"N100,001 - N250,000",150000
South West,Lagos,Ikorodu,Tier 1,Tier 3,3,"N500,001 - N1,000,000",700000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,1,"N100,001 - N250,000",120000
South West,Ondo,Ese Odo,Tier 1,Tier 1,30,"N50,001 - N100,000",100000
South West,Oyo,Kajola,Tier 3,Tier 3,5,"N50,001 - N100,000",100000
South West,Oyo,Kajola,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,41,"N100,001 - N250,000",170000
South West,Osun,Obokun,Tier 1,Tier 4,13,"N0 -  N50,000",40000
South West,Oyo,Lagelu,Tier 0,Tier 0,5,"N50,001 - N100,000",100000
South West,Lagos,Surulere,Tier 1,Tier 4,15,"N250,001 - N500,000",300000
South West,Lagos,Ikorodu,Tier 3,Tier 3,5,"N100,001 - N250,000",230000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,12,"N250,001 - N500,000",350000
South West,Oyo,Lagelu,Tier 0,Tier 0,2,"N250,001 - N500,000",300000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,4,"N100,001 - N250,000",230000
South West,Oyo,Kajola,Tier 1,Tier 1,3,"N50,001 - N100,000",60000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,64,"N100,001 - N250,000",200000
South West,Osun,Obokun,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,1,"N100,001 - N250,000",110000
South West,Lagos,Surulere,Tier 1,Tier 4,4,"N250,001 - N500,000",500000
South West,Lagos,Surulere,Tier 0,Tier 0,3,"N50,001 - N100,000",100000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,20,"N100,001 - N250,000",200000
South West,Oyo,Lagelu,Tier 0,Tier 0,2,"N100,001 - N250,000",200000
South West,Oyo,Kajola,Tier 1,Tier 1,3,"N50,001 - N100,000",78500
South West,Lagos,Ikorodu,Tier 1,Tier 4,3,"N100,001 - N250,000",150000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,3,"N100,001 - N250,000",120000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,9,"N250,001 - N500,000",270000
South West,Lagos,Surulere,Tier 3,Tier 4,39,"N100,001 - N250,000",200000
South West,Oyo,Lagelu,Tier 0,Tier 0,9,"N250,001 - N500,000",300000
South West,Oyo,Kajola,Tier 1,Tier 1,18,"N0 -  N50,000",25000
South West,Lagos,Lagos Mainland,Tier 1,Tier 1,8,"N100,001 - N250,000",120000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,32,"N100,001 - N250,000",150000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,1,"N100,001 - N250,000",140000
South West,Oyo,Lagelu,Tier 0,Tier 0,2,"N100,001 - N250,000",200000
South West,Oyo,Kajola,Tier 0,Tier 0,0,"N0 -  N50,000",35000
South West,Osun,Obokun,Tier 1,Tier 1,5,"N50,001 - N100,000",100000
South West,Lagos,Ikorodu,Tier 1,Tier 4,4,"N250,001 - N500,000",350000
South West,Lagos,Lagos Mainland,Tier 3,Tier 3,47,"N250,001 - N500,000",500000
South West,Lagos,Surulere,Tier 0,Tier 0,10,"N100,001 - N250,000",150000
South West,Lagos,Surulere,Tier 0,Tier 0,6,"N50,001 - N100,000",70000
South West,Ogun,Ijebu Ode,Tier 2,Tier 2,7,"N50,001 - N100,000",90000
South West,Oyo,Lagelu,Tier 0,Tier 0,8,"N50,001 - N100,000",60000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,8,"N500,001 - N1,000,000",850000
South West,Osun,Obokun,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,63,"N100,001 - N250,000",200000
South West,Oyo,Kajola,Tier 0,Tier 0,0,"N0 -  N50,000",30000
South West,Ekiti,Moba,Tier 1,Tier 3,3,"N50,001 - N100,000",60000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,4,"N100,001 - N250,000",200000
South West,Lagos,Surulere,Tier 1,Tier 3,5,"N250,001 - N500,000",300000
South West,Lagos,Apapa,Tier 0,Tier 0,6,"N50,001 - N100,000",80000
South West,Lagos,Apapa,Tier 1,Tier 1,36,"N100,001 - N250,000",150000
South West,Lagos,Apapa,Tier 1,Tier 1,15,"N100,001 - N250,000",150000
South West,Lagos,Apapa,Tier 1,Tier 1,3,"N100,001 - N250,000",200000
South West,Lagos,Apapa,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Lagos,Apapa,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,10,"N500,001 - N1,000,000",900000
South West,Ogun,Ijebu Ode,Tier 1,Tier 1,33,"N250,001 - N500,000",300000
South West,Oyo,Ogbomosho South,Tier 0,Tier 0,2,"N100,001 - N250,000",200000
South West,Lagos,Lagos Mainland,Tier 1,Tier 4,6,"N250,001 - N500,000",400000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,8,"N100,001 - N250,000",120000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,8,"N250,001 - N500,000",400000
South West,Ogun,Shagamu,Tier 0,Tier 0,18,"N100,001 - N250,000",250000
South West,Ondo,Ese Odo,Tier 1,Tier 1,6,"N50,001 - N100,000",80000
South West,Ondo,Ese Odo,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
South West,Lagos,Lagos Island,Tier 1,Tier 1,6,"N100,001 - N250,000",170000
South West,Ondo,Ese Odo,Tier 1,Tier 1,6,"N50,001 - N100,000",75000
South West,Ondo,Ese Odo,Tier 1,Tier 1,4,"N100,001 - N250,000",140000
South West,Ondo,Ese Odo,Tier 1,Tier 1,6,"N0 -  N50,000",48000
South West,Ondo,Ese Odo,Tier 1,Tier 1,47,"N50,001 - N100,000",78000
South West,Ondo,Ese Odo,Tier 1,Tier 1,4,"N100,001 - N250,000",145000
South West,Lagos,Lagos Mainland,Tier 1,Tier 4,16,"N500,001 - N1,000,000",550000
South West,Oyo,Lagelu,Tier 0,Tier 0,3,"N50,001 - N100,000",100000
South West,Lagos,Lagos Island,Tier 1,Tier 3,7,"N50,001 - N100,000",90000
South West,Lagos,Lagos Mainland,Tier 0,Tier 4,12,"N100,001 - N250,000",250000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,7,"N500,001 - N1,000,000",650000
South West,Lagos,Lagos Island,Tier 3,Tier 3,6,"N50,001 - N100,000",100000
South West,Ogun,Shagamu,Tier 0,Tier 0,7,"N100,001 - N250,000",120000
South West,Lagos,Lagos Mainland,Tier 3,Tier 4,5,"N100,001 - N250,000",230000
South West,Lagos,Surulere,Tier 0,Tier 0,8,"N100,001 - N250,000",200000
South West,Lagos,Surulere,Tier 3,Tier 3,18,"N100,001 - N250,000",200000
South West,Lagos,Surulere,Tier 1,Tier 1,5,"N250,001 - N500,000",300000
South West,Lagos,Lagos Island,Tier 0,Tier 4,5,"N100,001 - N250,000",130000
South West,Oyo,Ibadan South-East,Tier 1,Tier 1,3,"N50,001 - N100,000",80000
South West,Lagos,Lagos Mainland,Tier 1,Tier 4,11,"N100,001 - N250,000",250000
South West,Ondo,Ese Odo,Tier 1,Tier 1,7,"N50,001 - N100,000",85000
South West,Ondo,Ese Odo,Tier 1,Tier 1,6,"N50,001 - N100,000",95000
South West,Ondo,Ese Odo,Tier 1,Tier 1,5,"N0 -  N50,000",47000
South West,Ogun,Shagamu,Tier 0,Tier 0,7,"N100,001 - N250,000",120000
South West,Oyo,Ibadan South-East,Tier 1,Tier 1,62,"N100,001 - N250,000",150000
South West,Lagos,Ikorodu,Tier 3,Tier 3,23,"N100,001 - N250,000",150000
South West,Lagos,Ikorodu,Tier 1,Tier 3,23,"N100,001 - N250,000",150000
South West,Ondo,Irele,Tier 0,Tier 0,2,"N50,001 - N100,000",70000
South West,Lagos,Eti-Osa,Tier 3,Tier 4,16,"N100,001 - N250,000",250000
South West,Oyo,Ibadan South-East,Tier 1,Tier 1,2,"N50,001 - N100,000",70000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,2,"N100,001 - N250,000",150000
South West,Lagos,Surulere,Tier 3,Tier 4,23,"N100,001 - N250,000",250000
South West,Lagos,Surulere,Tier 3,Tier 3,14,"N100,001 - N250,000",170000
South West,Ondo,Irele,Tier 1,Tier 1,3,"N0 -  N50,000",30000
South West,Ondo,Irele,Tier 1,Tier 1,3,"N0 -  N50,000",30000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,1,"N250,001 - N500,000",300000
South West,Oyo,Ibadan South-East,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,6,"N50,001 - N100,000",70000
South West,Lagos,Surulere,Tier 2,Tier 2,10,"N250,001 - N500,000",270000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,35,"N250,001 - N500,000",300000
