region,state,lga,Tier_avail_cap,Tier_all_metrics,Percentage_income_spend_on_energy,Household_income_dist,Household_income_value
South West,Ogun,Shagamu,Tier 0,Tier 0,9,"N50,001 - N100,000",80000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,1,"N250,001 - N500,000",300000
South West,Ondo,Odigbo,Tier 0,Tier 3,3,"N100,001 - N250,000",200000
South West,Oyo,Ibadan South-East,Tier 0,Tier 0,2,"N50,001 - N100,000",70000
South West,Ondo,Odigbo,Tier 0,Tier 4,5,"N100,001 - N250,000",120000
South West,Ondo,Okitipupa,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South West,Ondo,Okitipupa,Tier 1,Tier 1,3,"N50,001 - N100,000",60000
South West,Ondo,Okitipupa,Tier 1,Tier 1,5,"N100,001 - N250,000",250000
South West,Ondo,Okitipupa,Tier 1,Tier 1,6,"N100,001 - N250,000",180000
South West,Ondo,Okitipupa,Tier 1,Tier 1,5,"N50,001 - N100,000",60000
South West,Ondo,Okitipupa,Tier 1,Tier 1,27,"N50,001 - N100,000",100000
South West,Ondo,Okitipupa,Tier 1,Tier 1,10,"N100,001 - N250,000",120000
South West,Ondo,Okitipupa,Tier 1,Tier 1,11,"N100,001 - N250,000",200000
South West,Ondo,Okitipupa,Tier 1,Tier 1,7,"N100,001 - N250,000",150000
South West,Ondo,Okitipupa,Tier 1,Tier 1,3,"N100,001 - N250,000",140000
South West,Ondo,Okitipupa,Tier 1,Tier 1,39,"N0 -  N50,000",50000
South West,Ekiti,Moba,Tier 3,Tier 3,3,"N50,001 - N100,000",70000
South West,Ekiti,Moba,Tier 1,Tier 3,3,"N50,001 - N100,000",60000
South West,Ekiti,Moba,Tier 3,Tier 3,12,"N50,001 - N100,000",60000
South West,Lagos,Lagos Mainland,Tier 1,Tier 1,3,"N50,001 - N100,000",100000
South West,Ekiti,Irepodun/Ifelodun,Tier 1,Tier 3,13,"N50,001 - N100,000",60000
South West,Lagos,Lagos Mainland,Tier 1,Tier 1,6,"N100,001 - N250,000",180000
South West,Ogun,Shagamu,Tier 0,Tier 0,9,"N50,001 - N100,000",100000
South West,Ondo,Ilaje,Tier 1,Tier 1,3,"N100,001 - N250,000",120000
South West,Ondo,Ilaje,Tier 1,Tier 1,2,"N100,001 - N250,000",180000
South West,Ondo,Ilaje,Tier 1,Tier 1,2,"N100,001 - N250,000",200000
South West,Ondo,Ilaje,Tier 0,Tier 0,3,"N50,001 - N100,000",80000
South West,Ondo,Ilaje,Tier 1,Tier 1,1,"N100,001 - N250,000",230000
South West,Ondo,Ilaje,Tier 1,Tier 1,2,"N100,001 - N250,000",130000
South West,Ondo,Ilaje,Tier 1,Tier 1,2,"N100,001 - N250,000",210000
South West,Ondo,Ilaje,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South West,Ondo,Ilaje,Tier 1,Tier 1,3,"N50,001 - N100,000",70000
South West,Ondo,Ilaje,Tier 1,Tier 1,1,"N100,001 - N250,000",170000
South West,Ondo,Ilaje,Tier 1,Tier 1,2,"N100,001 - N250,000",160000
South West,Ogun,Shagamu,Tier 0,Tier 0,8,"N100,001 - N250,000",150000
South West,Ogun,Shagamu,Tier 0,Tier 0,9,"N50,001 - N100,000",85000
South West,Ogun,Shagamu,Tier 0,Tier 0,25,"N100,001 - N250,000",120000
South West,Ondo,Odigbo,Tier 0,Tier 4,5,"N50,001 - N100,000",100000
South West,Ondo,Odigbo,Tier 3,Tier 4,4,"N100,001 - N250,000",140000
South West,Ogun,Shagamu,Tier 0,Tier 0,15,"N100,001 - N250,000",200000
South West,Lagos,Lagos Mainland,Tier 3,Tier 3,31,"N100,001 - N250,000",200000
South West,Oyo,Oyo East,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
South West,Oyo,Oyo East,Tier 0,Tier 0,2,"N100,001 - N250,000",150000
South West,Oyo,Oyo East,Tier 0,Tier 0,3,"N50,001 - N100,000",100000
South West,Oyo,Atiba,Tier 1,Tier 1,5,"N100,001 - N250,000",120000
South West,Oyo,Afijio,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Oyo,Atiba,Tier 1,Tier 1,6,"N100,001 - N250,000",120000
South West,Oyo,Atiba,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Oyo,Atiba,Tier 1,Tier 1,6,"N50,001 - N100,000",100000
South West,Oyo,Atiba,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Oyo,Atiba,Tier 1,Tier 1,5,"N100,001 - N250,000",150000
South West,Oyo,Atiba,Tier 1,Tier 1,8,"N50,001 - N100,000",80000
South West,Oyo,Atiba,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Oyo,Atiba,Tier 1,Tier 1,4,"N100,001 - N250,000",180000
South West,Oyo,Atiba,Tier 1,Tier 1,7,"N50,001 - N100,000",100000
South West,Oyo,Oyo East,Tier 1,Tier 1,25,"N100,001 - N250,000",200000
South West,Oyo,Oyo East,Tier 0,Tier 0,4,"N50,001 - N100,000",80000
South West,Oyo,Afijio,Tier 1,Tier 1,5,"N100,001 - N250,000",120000
South West,Oyo,Afijio,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South West,Oyo,Oyo East,Tier 0,Tier 0,3,"N50,001 - N100,000",100000
South West,Oyo,Afijio,Tier 1,Tier 1,8,"N50,001 - N100,000",80000
South West,Oyo,Afijio,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
South West,Oyo,Afijio,Tier 1,Tier 1,4,"N100,001 - N250,000",150000
South West,Lagos,Eti-Osa,Tier 3,Tier 4,8,"N100,001 - N250,000",250000
South West,Lagos,Eti-Osa,Tier 1,Tier 1,14,"N500,001 - N1,000,000",600000
South West,Lagos,Eti-Osa,Tier 1,Tier 1,2,"N250,001 - N500,000",350000
South West,Lagos,Eti-Osa,Tier 0,Tier 4,31,"N100,001 - N250,000",180000
South West,Lagos,Eti-Osa,Tier 3,Tier 4,6,"N100,001 - N250,000",200000
South West,Lagos,Eti-Osa,Tier 3,Tier 3,7,"N100,001 - N250,000",150000
South West,Lagos,Eti-Osa,Tier 1,Tier 1,29,"N500,001 - N1,000,000",650000
South West,Lagos,Eti-Osa,Tier 3,Tier 3,10,"N50,001 - N100,000",100000
South South,Akwa-Ibom,Udung-Uko,Tier 0,Tier 0,1,"N250,001 - N500,000",400000
South South,Akwa-Ibom,Udung-Uko,Tier 0,Tier 0,1,"N250,001 - N500,000",380000
South South,Akwa-Ibom,Oron,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Edo,Igueben,Tier 1,Tier 3,5,"N100,001 - N250,000",135000
South South,Edo,Etsako West,Tier 1,Tier 1,2,"N100,001 - N250,000",240000
South South,Edo,Igueben,Tier 1,Tier 3,34,"N250,001 - N500,000",310000
South South,Akwa-Ibom,Abak,Tier 3,Tier 3,20,"N100,001 - N250,000",120000
South South,Edo,Etsako West,Tier 1,Tier 1,1,"N250,001 - N500,000",350000
South South,Akwa-Ibom,Abak,Tier 2,Tier 2,6,"N50,001 - N100,000",80000
South South,Edo,Etsako Central,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South South,Edo,Etsako West,Tier 1,Tier 1,2,"N250,001 - N500,000",360000
South South,Edo,Igueben,Tier 1,Tier 3,28,"N250,001 - N500,000",400000
South South,Edo,Etsako West,Tier 1,Tier 1,1,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Abak,Tier 3,Tier 3,30,"N100,001 - N250,000",200000
South South,Edo,Igueben,Tier 1,Tier 1,3,"N100,001 - N250,000",240000
South South,Edo,Etsako West,Tier 1,Tier 1,1,"N250,001 - N500,000",450000
South South,Edo,Etsako Central,Tier 1,Tier 1,33,"N100,001 - N250,000",200000
South South,Rivers,Eleme,Tier 3,Tier 4,3,"N100,001 - N250,000",150000
South South,Bayelsa,Brass,Tier 0,Tier 0,0,"N50,001 - N100,000",75000
South South,Cross-River,Akamkpa,Tier 0,Tier 0,0,"N0 -  N50,000",30000
South South,Cross-River,Akamkpa,Tier 0,Tier 0,0,"N0 -  N50,000",50000
South South,Edo,Etsako West,Tier 3,Tier 3,1,"N100,001 - N250,000",240000
South South,Akwa-Ibom,Abak,Tier 3,Tier 3,5,"N100,001 - N250,000",130000
South South,Edo,Etsako Central,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South South,Edo,Igueben,Tier 1,Tier 1,5,"N100,001 - N250,000",196000
South South,Bayelsa,Brass,Tier 0,Tier 0,0,"N100,001 - N250,000",110000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N50,001 - N100,000",85000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N50,001 - N100,000",90000
South South,Akwa-Ibom,Abak,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
South South,Edo,Etsako Central,Tier 1,Tier 1,46,"N100,001 - N250,000",150000
South South,Edo,Owan West,Tier 1,Tier 2,3,"N50,001 - N100,000",90000
South South,Edo,Igueben,Tier 1,Tier 3,24,"N100,001 - N250,000",150000
South South,Edo,Etsako Central,Tier 1,Tier 1,38,"N100,001 - N250,000",180000
South South,Rivers,Tai,Tier 3,Tier 3,0,"N250,001 - N500,000",300000
South South,Edo,Etsako Central,Tier 1,Tier 1,6,"N50,001 - N100,000",60000
South South,Akwa-Ibom,Nsit-Atai,Tier 1,Tier 1,2,"N50,001 - N100,000",100000
South South,Akwa-Ibom,Nsit-Atai,Tier 1,Tier 1,2,"N50,001 - N100,000",60000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Akwa-Ibom,Nsit-Atai,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South South,Akwa-Ibom,Nsit-Atai,Tier 1,Tier 1,2,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Abak,Tier 3,Tier 3,6,"N50,001 - N100,000",70000
South South,Edo,Etsako Central,Tier 1,Tier 1,50,"N100,001 - N250,000",200000
South South,Bayelsa,Brass,Tier 2,Tier 2,3,"N100,001 - N250,000",200000
South South,Rivers,Tai,Tier 1,Tier 3,0,"N500,001 - N1,000,000",700000
South South,Edo,Esan Central,Tier 1,Tier 1,17,"N100,001 - N250,000",170000
South South,Rivers,Eleme,Tier 0,Tier 4,1,"N100,001 - N250,000",180000
South South,Edo,Igueben,Tier 1,Tier 1,2,"N250,001 - N500,000",260000
South South,Rivers,Khana,Tier 2,Tier 2,2,"N100,001 - N250,000",150000
South South,Rivers,Khana,Tier 3,Tier 3,1,"N100,001 - N250,000",200000
South South,Rivers,Khana,Tier 3,Tier 3,1,"N100,001 - N250,000",200000
South South,Rivers,Khana,Tier 3,Tier 3,2,"N100,001 - N250,000",120000
South South,Rivers,Khana,Tier 3,Tier 3,1,"N100,001 - N250,000",150000
South South,Rivers,Khana,Tier 2,Tier 2,2,"N100,001 - N250,000",200000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",20000
South South,Akwa-Ibom,Abak,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",20000
South South,Edo,Etsako West,Tier 1,Tier 1,2,"N250,001 - N500,000",350000
South South,Delta,Burutu,Tier 0,Tier 0,61,"N250,001 - N500,000",350000
South South,Edo,Etsako Central,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South South,Edo,Etsako West,Tier 1,Tier 1,2,"N250,001 - N500,000",350000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",50000
South South,Edo,Igueben,Tier 1,Tier 3,3,"N100,001 - N250,000",200000
South South,Bayelsa,Brass,Tier 0,Tier 0,0,"N100,001 - N250,000",170000
South South,Bayelsa,Brass,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
South South,Edo,Etsako West,Tier 1,Tier 1,54,"N250,001 - N500,000",320000
South South,Rivers,Tai,Tier 3,Tier 4,0,"N500,001 - N1,000,000",600000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
South South,Delta,Burutu,Tier 0,Tier 0,36,"N250,001 - N500,000",300000
South South,Bayelsa,Brass,Tier 3,Tier 3,2,"N100,001 - N250,000",170000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",19000
South South,Edo,Owan West,Tier 3,Tier 3,1,"N100,001 - N250,000",120000
South South,Delta,Uvwie,Tier 1,Tier 1,5,"N50,001 - N100,000",60000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",25000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N50,001 - N100,000",75000
South South,Rivers,Ogu-Bolo,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",15000
South South,Edo,Etsako West,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",24000
South South,Delta,Burutu,Tier 0,Tier 0,7,"N50,001 - N100,000",88000
South South,Akwa-Ibom,Abak,Tier 1,Tier 1,6,"N0 -  N50,000",50000
South South,Delta,Uvwie,Tier 1,Tier 1,5,"N50,001 - N100,000",60000
South South,Edo,Owan West,Tier 3,Tier 4,2,"N50,001 - N100,000",60000
South South,Edo,Igueben,Tier 1,Tier 1,14,"N250,001 - N500,000",350000
South South,Delta,Isoko North,Tier 1,Tier 1,3,"N50,001 - N100,000",80000
South South,Delta,Burutu,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Delta,Okpe,Tier 3,Tier 4,13,"N50,001 - N100,000",60000
South South,Delta,Uvwie,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South South,Delta,Isoko North,Tier 1,Tier 1,2,"N100,001 - N250,000",120000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N0 -  N50,000",27000
South South,Edo,Owan West,Tier 1,Tier 2,1,"N50,001 - N100,000",95000
South South,Delta,Isoko North,Tier 1,Tier 1,4,"N50,001 - N100,000",70000
South South,Cross-River,Biase,Tier 0,Tier 0,0,"N50,001 - N100,000",72000
South South,Edo,Owan East,Tier 1,Tier 3,12,"N100,001 - N250,000",150000
South South,Delta,Uvwie,Tier 1,Tier 1,5,"N50,001 - N100,000",65000
South South,Edo,Igueben,Tier 1,Tier 3,5,"N100,001 - N250,000",220000
South South,Delta,Okpe,Tier 3,Tier 4,3,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Abak,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N100,001 - N250,000",125000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Delta,Uvwie,Tier 1,Tier 1,8,"N0 -  N50,000",40000
South South,Rivers,Tai,Tier 3,Tier 4,0,"N500,001 - N1,000,000",600000
South South,Delta,Isoko North,Tier 1,Tier 1,49,"N250,001 - N500,000",252000
South South,Edo,Owan West,Tier 1,Tier 3,4,"N100,001 - N250,000",110000
South South,Edo,Owan East,Tier 1,Tier 3,4,"N50,001 - N100,000",100000
South South,Delta,Udu,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South South,Delta,Isoko North,Tier 1,Tier 1,1,"N100,001 - N250,000",150000
South South,Delta,Udu,Tier 1,Tier 1,8,"N0 -  N50,000",40000
South South,Bayelsa,Brass,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South South,Rivers,Tai,Tier 3,Tier 4,0,"N500,001 - N1,000,000",550000
South South,Edo,Owan West,Tier 2,Tier 2,2,"N50,001 - N100,000",90000
South South,Delta,Isoko North,Tier 1,Tier 1,3,"N50,001 - N100,000",90000
South South,Delta,Udu,Tier 1,Tier 1,4,"N50,001 - N100,000",80000
South South,Edo,Owan East,Tier 1,Tier 1,8,"N50,001 - N100,000",60000
South South,Bayelsa,Brass,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
South South,Delta,Udu,Tier 1,Tier 1,10,"N0 -  N50,000",30000
South South,Rivers,Tai,Tier 3,Tier 4,0,"N250,001 - N500,000",300000
South South,Edo,Owan West,Tier 1,Tier 3,57,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
South South,Delta,Udu,Tier 1,Tier 1,8,"N0 -  N50,000",40000
South South,Delta,Burutu,Tier 0,Tier 0,1,"N0 -  N50,000",10000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",65000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South South,Edo,Owan East,Tier 1,Tier 1,19,"N100,001 - N250,000",120000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",55000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
South South,Edo,Owan West,Tier 1,Tier 2,1,"N50,001 - N100,000",80000
South South,Delta,Burutu,Tier 0,Tier 0,31,"N100,001 - N250,000",150000
South South,Delta,Burutu,Tier 0,Tier 0,0,"N50,001 - N100,000",100000
South South,Bayelsa,Nembe,Tier 2,Tier 2,11,"N100,001 - N250,000",250000
South South,Akwa-Ibom,Nsit-Ibom,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Delta,Burutu,Tier 0,Tier 0,0,"N0 -  N50,000",50000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N100,001 - N250,000",250000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",85000
South South,Edo,Owan West,Tier 3,Tier 4,3,"N100,001 - N250,000",150000
South South,Edo,Owan East,Tier 1,Tier 3,3,"N50,001 - N100,000",65000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N0 -  N50,000",40000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N0 -  N50,000",39000
South South,Edo,Owan West,Tier 1,Tier 1,3,"N0 -  N50,000",40000
South South,Bayelsa,Nembe,Tier 0,Tier 4,0,"N100,001 - N250,000",150000
South South,Edo,Owan East,Tier 1,Tier 1,3,"N50,001 - N100,000",55000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N500,001 - N1,000,000",580000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N100,001 - N250,000",130000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South South,Bayelsa,Nembe,Tier 0,Tier 0,0,"N0 -  N50,000",50000
South South,Rivers,Gokana,Tier 0,Tier 3,0,"N100,001 - N250,000",220000
South South,Rivers,Gokana,Tier 0,Tier 3,0,"N100,001 - N250,000",150000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",150000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",140000
South South,Rivers,Bonny,Tier 3,Tier 3,0,"N100,001 - N250,000",150000
South South,Rivers,Bonny,Tier 3,Tier 4,2,"N100,001 - N250,000",200000
South South,Rivers,Eleme,Tier 0,Tier 4,2,"N50,001 - N100,000",100000
South South,Delta,Okpe,Tier 3,Tier 3,45,"N100,001 - N250,000",185000
South South,Rivers,Eleme,Tier 1,Tier 4,2,"N50,001 - N100,000",100000
South South,Rivers,Eleme,Tier 0,Tier 4,3,"N100,001 - N250,000",150000
South South,Rivers,Eleme,Tier 3,Tier 4,2,"N100,001 - N250,000",150000
South South,Rivers,Eleme,Tier 1,Tier 4,3,"N50,001 - N100,000",100000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,6,"N100,001 - N250,000",180000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,5,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,0,"N100,001 - N250,000",120000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,0,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,1,"N100,001 - N250,000",200000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,1,"N250,001 - N500,000",400000
South South,Akwa-Ibom,Mbo,Tier 0,Tier 0,0,"N250,001 - N500,000",350000
South South,Akwa-Ibom,Udung-Uko,Tier 0,Tier 0,3,"N250,001 - N500,000",350000
South South,Akwa-Ibom,Okobo,Tier 0,Tier 0,0,"N500,001 - N1,000,000",600000
South South,Rivers,Bonny,Tier 3,Tier 3,3,"N100,001 - N250,000",120000
South South,Delta,Okpe,Tier 2,Tier 2,71,"N100,001 - N250,000",135000
South South,Rivers,Eleme,Tier 3,Tier 4,4,"N50,001 - N100,000",100000
South South,Akwa-Ibom,Nsit-Ubium,Tier 1,Tier 1,7,"N50,001 - N100,000",65000
South South,Akwa-Ibom,Nsit-Ubium,Tier 1,Tier 1,6,"N50,001 - N100,000",60000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,3,"N50,001 - N100,000",55000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,4,"N0 -  N50,000",25000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,4,"N50,001 - N100,000",55000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,4,"N0 -  N50,000",35000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,4,"N0 -  N50,000",25000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,6,"N0 -  N50,000",35000
South South,Rivers,Bonny,Tier 3,Tier 3,1,"N100,001 - N250,000",180000
South South,Rivers,Bonny,Tier 3,Tier 3,1,"N100,001 - N250,000",160000
South South,Akwa-Ibom,Nsit-Atai,Tier 1,Tier 1,5,"N50,001 - N100,000",80000
South South,Akwa-Ibom,Nsit-Atai,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Rivers,Bonny,Tier 3,Tier 3,2,"N50,001 - N100,000",100000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,2,"N50,001 - N100,000",70000
South South,Akwa-Ibom,Oruk Anam,Tier 1,Tier 1,8,"N0 -  N50,000",40000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",80000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",90000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",75000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",80000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",70000
South South,Rivers,Akuku Toru,Tier 1,Tier 1,1,"N50,001 - N100,000",70000
South South,Edo,Uhunmwonde,Tier 1,Tier 1,4,"N100,001 - N250,000",250000
South South,Akwa-Ibom,Ikono,Tier 1,Tier 3,7,"N100,001 - N250,000",230000
South South,Edo,Akoko-Edo,Tier 1,Tier 4,3,"N100,001 - N250,000",250000
South South,Akwa-Ibom,Ikono,Tier 1,Tier 4,8,"N100,001 - N250,000",200000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,30,"N100,001 - N250,000",200000
South South,Edo,Etsako East,Tier 1,Tier 1,2,"N100,001 - N250,000",230000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,18,"N250,001 - N500,000",320000
South South,Akwa-Ibom,Ikono,Tier 1,Tier 4,8,"N0 -  N50,000",40000
South South,Edo,Etsako East,Tier 1,Tier 1,71,"N100,001 - N250,000",180000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,9,"N100,001 - N250,000",120000
South South,Edo,Etsako East,Tier 1,Tier 1,2,"N100,001 - N250,000",150000
South South,Edo,Ikpoba Okha,Tier 1,Tier 1,3,"N100,001 - N250,000",150000
South South,Delta,Ughelli South,Tier 1,Tier 1,2,"N100,001 - N250,000",175000
South South,Akwa-Ibom,Ikono,Tier 3,Tier 3,7,"N50,001 - N100,000",70000
South South,Edo,Ikpoba Okha,Tier 1,Tier 1,4,"N50,001 - N100,000",60000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,11,"N100,001 - N250,000",210000
South South,Delta,Ughelli South,Tier 1,Tier 1,2,"N50,001 - N100,000",98000
South South,Edo,Etsako East,Tier 1,Tier 1,1,"N250,001 - N500,000",350000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,3,"N100,001 - N250,000",180000
South South,Akwa-Ibom,Ikono,Tier 1,Tier 1,7,"N50,001 - N100,000",60000
South South,Edo,Etsako Central,Tier 1,Tier 1,4,"N50,001 - N100,000",55000
South South,Edo,Etsako East,Tier 1,Tier 1,1,"N250,001 - N500,000",350000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",200000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",250000
South South,Edo,Etsako East,Tier 1,Tier 1,41,"N100,001 - N250,000",160000
South South,Cross-River,Akamkpa,Tier 0,Tier 0,0,"N100,001 - N250,000",150000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,4,"N100,001 - N250,000",195000
South South,Edo,Etsako East,Tier 1,Tier 1,44,"N100,001 - N250,000",150000
South South,Akwa-Ibom,Ikono,Tier 3,Tier 3,6,"N50,001 - N100,000",90000
South South,Delta,Ughelli South,Tier 1,Tier 1,8,"N100,001 - N250,000",220000
South South,Cross-River,Akamkpa,Tier 0,Tier 0,13,"N50,001 - N100,000",100000
South South,Edo,Etsako East,Tier 1,Tier 1,5,"N50,001 - N100,000",70000
South South,Edo,Akoko-Edo,Tier 1,Tier 3,4,"N250,001 - N500,000",260000
South South,Akwa-Ibom,Ikono,Tier 3,Tier 3,11,"N100,001 - N250,000",150000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",80000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",75000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",60000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,22,"N50,001 - N100,000",80000
South South,Rivers,Opobo-Nkoro,Tier 0,Tier 0,0,"N50,001 - N100,000",70000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",150000
South South,Rivers,Gokana,Tier 0,Tier 4,0,"N100,001 - N250,000",140000
South South,Rivers,Gokana,Tier 0,Tier 2,0,"N100,001 - N250,000",150000
South South,Delta,Ethiope East,Tier 1,Tier 1,6,"N50,001 - N100,000",70000
South South,Edo,Esan North-East,Tier 1,Tier 2,1,"N100,001 - N250,000",120000
South South,Delta,Ughelli South,Tier 1,Tier 1,2,"N100,001 - N250,000",189000
South South,Edo,Etsako East,Tier 1,Tier 1,5,"N50,001 - N100,000",60000
South South,Delta,Ethiope East,Tier 1,Tier 1,3,"N100,001 - N250,000",130000
South South,Edo,Etsako East,Tier 1,Tier 1,4,"N50,001 - N100,000",65000
South South,Delta,Ethiope East,Tier 1,Tier 1,3,"N100,001 - N250,000",160000
